Name,Age,Sex,Size,Color,Characteristics,Coat Length,House Trained,Health,State,Email,Phone,Profile
Starla,Kitten,Female,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/starla-73645904/dc/washington/lucky-dog-animal-rescue-dc20/
Lil Sylvia,Kitten,Female,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/lil-sylvia-73645835/dc/washington/lucky-dog-animal-rescue-dc20/
Everything Spice,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/everything-spice-73645842/dc/washington/lucky-dog-animal-rescue-dc20/
Lil Curtsy,Kitten,Female,Medium,Gray & White,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/lil-curtsy-73645914/dc/washington/lucky-dog-animal-rescue-dc20/
Lover Boy,Adult,Male,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/lover-boy-73645902/dc/washington/lucky-dog-animal-rescue-dc20/
Hibiscus,Adult,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/hibiscus-73645885/dc/washington/lucky-dog-animal-rescue-dc20/
Yami,Adult,Male,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/yami-73645899/dc/washington/lucky-dog-animal-rescue-dc20/
Nectarine,Young,Male,Medium,,,,,Spayed / neutered.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/nectarine-73645809/dc/washington/lucky-dog-animal-rescue-dc20/
Yami,Adult,Male,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/yami-73645931/dc/washington/lucky-dog-animal-rescue-dc20/
Donna,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/donna-73645883/dc/washington/lucky-dog-animal-rescue-dc20/
Starla,Kitten,Female,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/starla-73645934/dc/washington/lucky-dog-animal-rescue-dc20/
Olive,Young,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/olive-73645888/dc/washington/lucky-dog-animal-rescue-dc20/
Leslee,Kitten,Female,Medium,Orange & White,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/leslee-73645831/dc/washington/lucky-dog-animal-rescue-dc20/
Opal,Young,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/opal-73645816/dc/washington/lucky-dog-animal-rescue-dc20/
Mmmbop,Adult,Female,Large,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/mmmbop-73645806/dc/washington/lucky-dog-animal-rescue-dc20/
Magnolia,Kitten,Female,Small,,,,,,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/magnolia-73645808/dc/washington/lucky-dog-animal-rescue-dc20/
Misty,Adult,Female,Medium,Buff & White,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/misty-73587458/dc/washington/lucky-dog-animal-rescue-dc20/
Andrea,Young,Male,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/andrea-73578319/dc/washington/lucky-dog-animal-rescue-dc20/
Zofran,Young,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/zofran-73578315/dc/washington/lucky-dog-animal-rescue-dc20/
Aurora,Young,Female,Medium,Gray & White,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/aurora-73578310/dc/washington/lucky-dog-animal-rescue-dc20/
Happy Penny,Kitten,Female,Medium,Orange / Red,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/happy-penny-73552493/dc/washington/lucky-dog-animal-rescue-dc20/
Happy Sammy,Kitten,Male,Medium,Orange / Red,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/happy-sammy-73552503/dc/washington/lucky-dog-animal-rescue-dc20/
Happy Rhett,Kitten,Male,Medium,Orange / Red,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/happy-rhett-73552491/dc/washington/lucky-dog-animal-rescue-dc20/
Jiji,Adult,Male,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/jiji-73454970/dc/washington/lucky-dog-animal-rescue-dc20/
Tikka,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/tikka-73395505/dc/washington/lucky-dog-animal-rescue-dc20/
Papi,Adult,Female,Medium,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/papi-73395504/dc/washington/lucky-dog-animal-rescue-dc20/
Atlas,Kitten,Male,Medium,,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/atlas-73354316/dc/washington/lucky-dog-animal-rescue-dc20/
Ms O'Leary,Kitten,Female,Medium,Orange / Red,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/ms-oleary-73354300/dc/washington/lucky-dog-animal-rescue-dc20/
Albert,Kitten,Male,Medium,,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/albert-73354306/dc/washington/lucky-dog-animal-rescue-dc20/
Dove,Adult,Female,Medium,Buff / Tan / Fawn,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/dove-73275164/dc/washington/lucky-dog-animal-rescue-dc20/
Nigel,Kitten,Male,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/nigel-73264612/dc/washington/lucky-dog-animal-rescue-dc20/
Darcy,Kitten,Female,Medium,Gray & White,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/darcy-73264609/dc/washington/lucky-dog-animal-rescue-dc20/
Delaware,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/delaware-73264577/dc/washington/lucky-dog-animal-rescue-dc20/
Dakota,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/dakota-73264565/dc/washington/lucky-dog-animal-rescue-dc20/
Dorothy,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/dorothy-73264568/dc/washington/lucky-dog-animal-rescue-dc20/
Pea,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/pea-73204812/dc/washington/lucky-dog-animal-rescue-dc20/
Twyla,Young,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/twyla-73179421/dc/washington/lucky-dog-animal-rescue-dc20/
Rex,Adult,Male,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/rex-73080043/dc/washington/lucky-dog-animal-rescue-dc20/
Odie,Adult,Female,Medium,Black,,,Yes,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/odie-73080065/dc/washington/lucky-dog-animal-rescue-dc20/
Little Cub,Adult,Male,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/little-cub-72997748/dc/washington/lucky-dog-animal-rescue-dc20/
Pepper,Kitten,Male,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/pepper-72926986/dc/washington/lucky-dog-animal-rescue-dc20/
Peter,Kitten,Male,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/peter-72926970/dc/washington/lucky-dog-animal-rescue-dc20/
Cece,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/cece-72926910/dc/washington/lucky-dog-animal-rescue-dc20/
Prada,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/prada-72757610/dc/washington/lucky-dog-animal-rescue-dc20/
Irene,Kitten,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/irene-72726658/dc/washington/lucky-dog-animal-rescue-dc20/
Ivette,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/ivette-72726660/dc/washington/lucky-dog-animal-rescue-dc20/
Kourtney,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/kourtney-72595093/dc/washington/lucky-dog-animal-rescue-dc20/
Clover,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/clover-72479041/dc/washington/lucky-dog-animal-rescue-dc20/
Muffin,Kitten,Female,Medium,Black,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/muffin-72479037/dc/washington/lucky-dog-animal-rescue-dc20/
Tofu,Kitten,Male,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/tofu-72438986/dc/washington/lucky-dog-animal-rescue-dc20/
Elvis,Kitten,Male,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/elvis-72439021/dc/washington/lucky-dog-animal-rescue-dc20/
Tiny Sprout,Kitten,Female,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/tiny-sprout-72438968/dc/washington/lucky-dog-animal-rescue-dc20/
Eevee,Kitten,Female,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/eevee-72439011/dc/washington/lucky-dog-animal-rescue-dc20/
Flower Girl,Kitten,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/flower-girl-72153299/dc/washington/lucky-dog-animal-rescue-dc20/
Nala,Kitten,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/nala-71870845/dc/washington/lucky-dog-animal-rescue-dc20/
Nova,Kitten,Female,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/nova-71870818/dc/washington/lucky-dog-animal-rescue-dc20/
Sasha Fierce,Young,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/sasha-fierce-71801713/dc/washington/lucky-dog-animal-rescue-dc20/
Danny,Adult,Male,Medium,Black & White / Tuxedo,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/danny-71720788/dc/washington/lucky-dog-animal-rescue-dc20/
Cami,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/cami-71278849/dc/washington/lucky-dog-animal-rescue-dc20/
Snuggles,Adult,Female,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/snuggles-71214666/dc/washington/lucky-dog-animal-rescue-dc20/
Leyla (aka Bean),Young,Female,Small,,,,Yes,Spayed / neutered.,"Arlington, VA",spcanova@aol.com,+17039696859,https://www.petfinder.com/cat/leyla-aka-bean-73805800/va/arlington/spca-of-northern-virginia-va91/
Sassy and Raven,Kitten,Female,Medium,,,,Yes,"Vaccinations up to date, spayed / neutered.","Arlington, VA",spcanova@aol.com,+17039696859,https://www.petfinder.com/cat/sassy-and-raven-73159773/va/arlington/spca-of-northern-virginia-va91/
Macaroon and Chocolate Chip,Kitten,Male,Medium,Buff & White,,,Yes,Spayed / neutered.,"Arlington, VA",spcanova@aol.com,+17039696859,https://www.petfinder.com/cat/macaroon-and-chocolate-chip-73098452/va/arlington/spca-of-northern-virginia-va91/
Mary and Mini,Kitten,Female,Medium,,,,Yes,Spayed / neutered.,"Arlington, VA",spcanova@aol.com,+17039696859,https://www.petfinder.com/cat/mary-and-mini-72469918/va/arlington/spca-of-northern-virginia-va91/
Charlotte and Louis,Adult,Female,Small,,,,Yes,"Vaccinations up to date, spayed / neutered.","Arlington, VA",spcanova@aol.com,+17039696859,https://www.petfinder.com/cat/charlotte-and-louis-72469917/va/arlington/spca-of-northern-virginia-va91/
Worm,Young,Female,Medium,Orange / Red,Good with Cats,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/worm-73738500/dc/washington/lailas-legacy-animal-rescue-dc31/
Montana,Kitten,Male,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/montana-73712128/dc/washington/lailas-legacy-animal-rescue-dc31/
Priscilla,Young,Female,Medium,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/priscilla-73712127/dc/washington/lailas-legacy-animal-rescue-dc31/
Cinnamon,Kitten,Female,Small,Brown / Chocolate,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/cinnamon-73712123/dc/washington/lailas-legacy-animal-rescue-dc31/
Lil Gypsy,Kitten,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/lil-gypsy-73712122/dc/washington/lailas-legacy-animal-rescue-dc31/
Copper,Kitten,Male,Small,Brown / Chocolate,,,,Vaccinations up to date.,"Washington, DC",,+17039696859,https://www.petfinder.com/cat/copper-73712121/dc/washington/lailas-legacy-animal-rescue-dc31/
Sebastian,Kitten,Male,Small,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/sebastian-73712125/dc/washington/lailas-legacy-animal-rescue-dc31/
Esteban,Young,Male,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/esteban-73712124/dc/washington/lailas-legacy-animal-rescue-dc31/
Estelle,Young,Female,Medium,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/estelle-73712126/dc/washington/lailas-legacy-animal-rescue-dc31/
Lil Gypsy,Kitten,Female,Small,Black,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/lil-gypsy-73712122/dc/washington/lailas-legacy-animal-rescue-dc31/
Sebastian,Kitten,Male,Small,Gray / Blue / Silver,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/sebastian-73712125/dc/washington/lailas-legacy-animal-rescue-dc31/
Esteban,Young,Male,Medium,Brown / Chocolate,,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/esteban-73712124/dc/washington/lailas-legacy-animal-rescue-dc31/
Rome (Georgie),Young,Male,Medium,Black,Good with Cats,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/rome-georgie-73129982/dc/washington/lailas-legacy-animal-rescue-dc31/
Avellana,Kitten,Female,Small,Black,"Good with Cats, Good with Dogs",,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/avellana-72863761/dc/washington/lailas-legacy-animal-rescue-dc31/
May,Young,Female,Medium,Orange / Red,"Good with Cats, Good with Dogs",,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/may-72863767/dc/washington/lailas-legacy-animal-rescue-dc31/
Bam Bam (FKA Shroom),Young,Male,Small,White,Good with Cats,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/bam-bam-fka-shroom-72698955/dc/washington/lailas-legacy-animal-rescue-dc31/
Moana,Adult,Female,Medium,Gray / Blue / Silver,Good with Cats,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/moana-72258652/dc/washington/lailas-legacy-animal-rescue-dc31/
Fred (FKA Whiskey),Young,Male,Small,Black,Good with Cats,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/fred-fka-whiskey-71901000/dc/washington/lailas-legacy-animal-rescue-dc31/
Barney (FKA Bleu),Young,Male,Small,Black,Good with Cats,,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/barney-fka-bleu-71900999/dc/washington/lailas-legacy-animal-rescue-dc31/
Kokiri,Adult,Female,Medium,Black,"Good with Cats, Good with Dogs",,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/kokiri-71790061/dc/washington/lailas-legacy-animal-rescue-dc31/
Wally,Adult,Male,Small,Black,"Good with Cats, Good with Dogs",,,"Vaccinations up to date, spayed / neutered.","Washington, DC",,+17039696859,https://www.petfinder.com/cat/wally-71481144/dc/washington/lailas-legacy-animal-rescue-dc31/
